time,Setpoint,Continuous_Plant,Control_Signal
4.805,1,0.520688,0.478506
4.81,1,0.519885,0.478506
4.815,1,0.519084,0.478506
4.82,1,0.518286,0.478506
4.825,1,0.517491,0.478506
4.83,1,0.516698,0.478506
4.835,1,0.515908,0.478506
4.84,1,0.51512,0.478506
4.845,1,0.514335,0.478506
4.85,1,0.513552,0.478506
4.855,1,0.512772,0.478506
4.86,1,0.511995,0.478506
4.865,1,0.511221,0.478506
4.87,1,0.510449,0.478506
4.875,1,0.509679,0.478506
4.88,1,0.508913,0.478506
4.885,1,0.508148,0.478506
4.89,1,0.507387,0.478506
4.895,1,0.506628,0.478506
4.9,1,0.505872,0.478506
4.905,1,0.505119,0.494128
4.91,1,0.504369,0.494128
4.915,1,0.503622,0.494128
4.92,1,0.502878,0.494128
4.925,1,0.502137,0.494128
4.93,1,0.501399,0.494128
4.935,1,0.500665,0.494128
4.94,1,0.499933,0.494128
4.945,1,0.499205,0.494128
4.95,1,0.49848,0.494128
4.955,1,0.497757,0.494128
4.96,1,0.497038,0.494128
4.965,1,0.496322,0.494128
4.97,1,0.49561,0.494128
4.975,1,0.4949,0.494128
4.98,1,0.494193,0.494128
4.985,1,0.49349,0.494128
4.99,1,0.49279,0.494128
4.995,1,0.492093,0.494128
5,1,0.491399,0.494128
5.005,1,0.490708,0.508601
5.01,1,0.490021,0.508601
5.015,1,0.489337,0.508601
5.02,1,0.488657,0.508601
5.025,1,0.48798,0.508601
5.03,1,0.487307,0.508601
5.035,1,0.486638,0.508601
5.04,1,0.485972,0.508601
5.045,1,0.485309,0.508601
5.05,1,0.48465,0.508601
5.055,1,0.483995,0.508601
5.06,1,0.483343,0.508601
5.065,1,0.482694,0.508601
5.07,1,0.482049,0.508601
5.075,1,0.481408,0.508601
5.08,1,0.48077,0.508601
5.085,1,0.480136,0.508601
5.09,1,0.479505,0.508601
5.095,1,0.478878,0.508601
5.1,1,0.478254,0.508601
5.105,1,0.477634,0.521746
5.11,1,0.477017,0.521746
5.115,1,0.476405,0.521746
5.12,1,0.475796,0.521746
5.125,1,0.475192,0.521746
5.13,1,0.474591,0.521746
5.135,1,0.473994,0.521746
5.14,1,0.4734,0.521746
5.145,1,0.472811,0.521746
5.15,1,0.472226,0.521746
5.155,1,0.471644,0.521746
5.16,1,0.471066,0.521746
5.165,1,0.470492,0.521746
5.17,1,0.469922,0.521746
5.175,1,0.469355,0.521746
5.18,1,0.468793,0.521746
5.185,1,0.468234,0.521746
5.19,1,0.467679,0.521746
5.195,1,0.467127,0.521746
5.2,1,0.46658,0.521746
5.205,1,0.466036,0.53342
5.21,1,0.465497,0.53342
5.215,1,0.464961,0.53342
5.22,1,0.46443,0.53342
5.225,1,0.463903,0.53342
5.23,1,0.46338,0.53342
5.235,1,0.462861,0.53342
5.24,1,0.462346,0.53342
5.245,1,0.461835,0.53342
5.25,1,0.461328,0.53342
5.255,1,0.460825,0.53342
5.26,1,0.460326,0.53342
5.265,1,0.459831,0.53342
5.27,1,0.45934,0.53342
5.275,1,0.458853,0.53342
5.28,1,0.45837,0.53342
5.285,1,0.457892,0.53342
5.29,1,0.457417,0.53342
5.295,1,0.456946,0.53342
5.3,1,0.456479,0.53342
5.305,1,0.456016,0.543521
5.31,1,0.455557,0.543521
5.315,1,0.455103,0.543521
5.32,1,0.454653,0.543521
5.325,1,0.454207,0.543521
5.33,1,0.453765,0.543521
5.335,1,0.453327,0.543521
5.34,1,0.452894,0.543521
5.345,1,0.452465,0.543521
5.35,1,0.452039,0.543521
5.355,1,0.451619,0.543521
5.36,1,0.451202,0.543521
5.365,1,0.450789,0.543521
5.37,1,0.45038,0.543521
5.375,1,0.449976,0.543521
5.38,1,0.449576,0.543521
5.385,1,0.449179,0.543521
5.39,1,0.448787,0.543521
5.395,1,0.448399,0.543521
5.4,1,0.448015,0.543521
5.405,1,0.447635,0.551985
5.41,1,0.447259,0.551985
5.415,1,0.446888,0.551985
5.42,1,0.446521,0.551985
5.425,1,0.446158,0.551985
5.43,1,0.4458,0.551985
5.435,1,0.445445,0.551985
5.44,1,0.445095,0.551985
5.445,1,0.444749,0.551985
5.45,1,0.444407,0.551985
5.455,1,0.44407,0.551985
5.46,1,0.443736,0.551985
5.465,1,0.443407,0.551985
5.47,1,0.443082,0.551985
5.475,1,0.442761,0.551985
5.48,1,0.442444,0.551985
5.485,1,0.442131,0.551985
5.49,1,0.441822,0.551985
5.495,1,0.441517,0.551985
5.5,1,0.441217,0.551985
5.505,1,0.44092,0.558783
5.51,1,0.440628,0.558783
5.515,1,0.44034,0.558783
5.52,1,0.440056,0.558783
5.525,1,0.439777,0.558783
5.53,1,0.439501,0.558783
5.535,1,0.43923,0.558783
5.54,1,0.438963,0.558783
5.545,1,0.4387,0.558783
5.55,1,0.438442,0.558783
5.555,1,0.438187,0.558783
5.56,1,0.437936,0.558783
5.565,1,0.43769,0.558783
5.57,1,0.437448,0.558783
5.575,1,0.437209,0.558783
5.58,1,0.436975,0.558783
5.585,1,0.436745,0.558783
5.59,1,0.436519,0.558783
5.595,1,0.436297,0.558783
5.6,1,0.436079,0.558783
5.605,1,0.435864,0.563921
5.61,1,0.435654,0.563921
5.615,1,0.435449,0.563921
5.62,1,0.435247,0.563921
5.625,1,0.435049,0.563921
5.63,1,0.434855,0.563921
5.635,1,0.434666,0.563921
5.64,1,0.43448,0.563921
5.645,1,0.434299,0.563921
5.65,1,0.434121,0.563921
5.655,1,0.433948,0.563921
5.66,1,0.433778,0.563921
5.665,1,0.433613,0.563921
5.67,1,0.433451,0.563921
5.675,1,0.433294,0.563921
5.68,1,0.43314,0.563921
5.685,1,0.43299,0.563921
5.69,1,0.432844,0.563921
5.695,1,0.432702,0.563921
5.7,1,0.432564,0.563921
5.705,1,0.432429,0.567436
5.71,1,0.432299,0.567436
5.715,1,0.432172,0.567436
5.72,1,0.43205,0.567436
5.725,1,0.431931,0.567436
5.73,1,0.431816,0.567436
5.735,1,0.431705,0.567436
5.74,1,0.431598,0.567436
5.745,1,0.431495,0.567436
5.75,1,0.431396,0.567436
5.755,1,0.4313,0.567436
5.76,1,0.431208,0.567436
5.765,1,0.43112,0.567436
5.77,1,0.431036,0.567436
5.775,1,0.430955,0.567436
5.78,1,0.430878,0.567436
5.785,1,0.430805,0.567436
5.79,1,0.430736,0.567436
5.795,1,0.43067,0.567436
5.8,1,0.430608,0.567436
5.805,1,0.430549,0.569392
5.81,1,0.430494,0.569392
5.815,1,0.430443,0.569392
5.82,1,0.430396,0.569392
5.825,1,0.430352,0.569392
5.83,1,0.430312,0.569392
5.835,1,0.430275,0.569392
5.84,1,0.430243,0.569392
5.845,1,0.430213,0.569392
5.85,1,0.430187,0.569392
5.855,1,0.430165,0.569392
5.86,1,0.430147,0.569392
5.865,1,0.430131,0.569392
5.87,1,0.43012,0.569392
5.875,1,0.430112,0.569392
5.88,1,0.430107,0.569392
5.885,1,0.430106,0.569392
5.89,1,0.430108,0.569392
5.895,1,0.430113,0.569392
5.9,1,0.430122,0.569392
5.905,1,0.430135,0.569878
5.91,1,0.43015,0.569878
5.915,1,0.43017,0.569878
5.92,1,0.430192,0.569878
5.925,1,0.430218,0.569878
5.93,1,0.430247,0.569878
5.935,1,0.43028,0.569878
5.94,1,0.430316,0.569878
5.945,1,0.430355,0.569878
5.95,1,0.430397,0.569878
5.955,1,0.430443,0.569878
5.96,1,0.430492,0.569878
5.965,1,0.430544,0.569878
5.97,1,0.4306,0.569878
5.975,1,0.430658,0.569878
5.98,1,0.43072,0.569878
5.985,1,0.430785,0.569878
5.99,1,0.430853,0.569878
5.995,1,0.430924,0.569878
6,1,0.430998,0.569878
6.005,1,0.431075,0.569002
6.01,1,0.431156,0.569002
6.015,1,0.431239,0.569002
6.02,1,0.431325,0.569002
6.025,1,0.431415,0.569002
6.03,1,0.431507,0.569002
6.035,1,0.431603,0.569002
6.04,1,0.431701,0.569002
6.045,1,0.431803,0.569002
6.05,1,0.431907,0.569002
6.055,1,0.432014,0.569002
6.06,1,0.432125,0.569002
6.065,1,0.432238,0.569002
6.07,1,0.432354,0.569002
6.075,1,0.432472,0.569002
6.08,1,0.432594,0.569002
6.085,1,0.432718,0.569002
6.09,1,0.432846,0.569002
6.095,1,0.432976,0.569002
6.1,1,0.433108,0.569002
6.105,1,0.433244,0.566892
6.11,1,0.433382,0.566892
6.115,1,0.433523,0.566892
6.12,1,0.433667,0.566892
6.125,1,0.433813,0.566892
6.13,1,0.433962,0.566892
6.135,1,0.434113,0.566892
6.14,1,0.434268,0.566892
6.145,1,0.434424,0.566892
6.15,1,0.434584,0.566892
6.155,1,0.434745,0.566892
6.16,1,0.43491,0.566892
6.165,1,0.435077,0.566892
6.17,1,0.435246,0.566892
6.175,1,0.435418,0.566892
6.18,1,0.435593,0.566892
6.185,1,0.435769,0.566892
6.19,1,0.435949,0.566892
6.195,1,0.43613,0.566892
6.2,1,0.436314,0.566892
6.205,1,0.436501,0.563686
6.21,1,0.43669,0.563686
6.215,1,0.436881,0.563686
6.22,1,0.437074,0.563686
6.225,1,0.43727,0.563686
6.23,1,0.437468,0.563686
6.235,1,0.437668,0.563686
6.24,1,0.437871,0.563686
6.245,1,0.438075,0.563686
6.25,1,0.438282,0.563686
6.255,1,0.438491,0.563686
6.26,1,0.438702,0.563686
6.265,1,0.438915,0.563686
6.27,1,0.439131,0.563686
6.275,1,0.439348,0.563686
6.28,1,0.439568,0.563686
6.285,1,0.43979,0.563686
6.29,1,0.440013,0.563686
6.295,1,0.440239,0.563686
6.3,1,0.440467,0.563686
6.305,1,0.440697,0.559533
6.31,1,0.440929,0.559533
6.315,1,0.441162,0.559533
6.32,1,0.441398,0.559533
6.325,1,0.441635,0.559533
6.33,1,0.441874,0.559533
6.335,1,0.442116,0.559533
6.34,1,0.442359,0.559533
6.345,1,0.442603,0.559533
6.35,1,0.44285,0.559533
6.355,1,0.443098,0.559533
6.36,1,0.443348,0.559533
6.365,1,0.4436,0.559533
6.37,1,0.443854,0.559533
6.375,1,0.444109,0.559533
6.38,1,0.444366,0.559533
6.385,1,0.444625,0.559533
6.39,1,0.444885,0.559533
6.395,1,0.445147,0.559533
6.4,1,0.445411,0.559533
6.405,1,0.445676,0.554589
6.41,1,0.445943,0.554589
6.415,1,0.446212,0.554589
6.42,1,0.446482,0.554589
6.425,1,0.446753,0.554589
6.43,1,0.447026,0.554589
6.435,1,0.4473,0.554589
6.44,1,0.447575,0.554589
6.445,1,0.447852,0.554589
6.45,1,0.448131,0.554589
6.455,1,0.448411,0.554589
6.46,1,0.448692,0.554589
6.465,1,0.448975,0.554589
6.47,1,0.449259,0.554589
6.475,1,0.449544,0.554589
6.48,1,0.44983,0.554589
6.485,1,0.450118,0.554589
6.49,1,0.450407,0.554589
6.495,1,0.450698,0.554589
6.5,1,0.45099,0.554589
6.505,1,0.451283,0.54901
6.51,1,0.451577,0.54901
6.515,1,0.451872,0.54901
6.52,1,0.452168,0.54901
6.525,1,0.452465,0.54901
6.53,1,0.452764,0.54901
6.535,1,0.453063,0.54901
6.54,1,0.453364,0.54901
6.545,1,0.453665,0.54901
6.55,1,0.453968,0.54901
6.555,1,0.454271,0.54901
6.56,1,0.454576,0.54901
6.565,1,0.454881,0.54901
6.57,1,0.455188,0.54901
6.575,1,0.455495,0.54901
6.58,1,0.455803,0.54901
6.585,1,0.456113,0.54901
6.59,1,0.456423,0.54901
6.595,1,0.456734,0.54901
6.6,1,0.457046,0.54901
6.605,1,0.457359,0.542954
6.61,1,0.457672,0.542954
6.615,1,0.457986,0.542954
6.62,1,0.458301,0.542954
6.625,1,0.458617,0.542954
6.63,1,0.458933,0.542954
6.635,1,0.45925,0.542954
6.64,1,0.459568,0.542954
6.645,1,0.459886,0.542954
6.65,1,0.460205,0.542954
6.655,1,0.460525,0.542954
6.66,1,0.460845,0.542954
6.665,1,0.461166,0.542954
6.67,1,0.461487,0.542954
6.675,1,0.461809,0.542954
6.68,1,0.462131,0.542954
6.685,1,0.462454,0.542954
6.69,1,0.462778,0.542954
6.695,1,0.463102,0.542954
6.7,1,0.463427,0.542954
6.705,1,0.463752,0.536573
6.71,1,0.464077,0.536573
6.715,1,0.464403,0.536573
6.72,1,0.464729,0.536573
6.725,1,0.465056,0.536573
6.73,1,0.465383,0.536573
6.735,1,0.46571,0.536573
6.74,1,0.466037,0.536573
6.745,1,0.466365,0.536573
6.75,1,0.466693,0.536573
6.755,1,0.467021,0.536573
6.76,1,0.467349,0.536573
6.765,1,0.467678,0.536573
6.77,1,0.468007,0.536573
6.775,1,0.468336,0.536573
6.78,1,0.468666,0.536573
6.785,1,0.468995,0.536573
6.79,1,0.469325,0.536573
6.795,1,0.469655,0.536573
6.8,1,0.469985,0.536573
6.805,1,0.470316,0.530015
6.81,1,0.470646,0.530015
6.815,1,0.470976,0.530015
6.82,1,0.471307,0.530015
6.825,1,0.471637,0.530015
6.83,1,0.471967,0.530015
6.835,1,0.472297,0.530015
6.84,1,0.472628,0.530015
6.845,1,0.472958,0.530015
6.85,1,0.473288,0.530015
6.855,1,0.473618,0.530015
6.86,1,0.473948,0.530015
6.865,1,0.474277,0.530015
6.87,1,0.474607,0.530015
6.875,1,0.474937,0.530015
6.88,1,0.475266,0.530015
6.885,1,0.475596,0.530015
6.89,1,0.475925,0.530015
6.895,1,0.476254,0.530015
6.9,1,0.476583,0.530015
6.905,1,0.476912,0.523417
6.91,1,0.477241,0.523417
6.915,1,0.477569,0.523417
6.92,1,0.477897,0.523417
6.925,1,0.478224,0.523417
6.93,1,0.478551,0.523417
6.935,1,0.478878,0.523417
6.94,1,0.479205,0.523417
6.945,1,0.479531,0.523417
6.95,1,0.479857,0.523417
6.955,1,0.480182,0.523417
6.96,1,0.480507,0.523417
6.965,1,0.480832,0.523417
6.97,1,0.481156,0.523417
6.975,1,0.48148,0.523417
6.98,1,0.481803,0.523417
6.985,1,0.482126,0.523417
6.99,1,0.482449,0.523417
6.995,1,0.482771,0.523417
7,1,0.483093,0.523417
7.005,1,0.483414,0.516907
7.01,1,0.483734,0.516907
7.015,1,0.484055,0.516907
7.02,1,0.484374,0.516907
7.025,1,0.484693,0.516907
7.03,1,0.485011,0.516907
7.035,1,0.485328,0.516907
7.04,1,0.485645,0.516907
7.045,1,0.485962,0.516907
7.05,1,0.486277,0.516907
7.055,1,0.486592,0.516907
7.06,1,0.486907,0.516907
7.065,1,0.48722,0.516907
7.07,1,0.487533,0.516907
7.075,1,0.487846,0.516907
7.08,1,0.488157,0.516907
7.085,1,0.488468,0.516907
7.09,1,0.488779,0.516907
7.095,1,0.489088,0.516907
7.1,1,0.489397,0.516907
7.105,1,0.489705,0.510603
7.11,1,0.490013,0.510603
7.115,1,0.490319,0.510603
7.12,1,0.490625,0.510603
7.125,1,0.49093,0.510603
7.13,1,0.491233,0.510603
7.135,1,0.491536,0.510603
7.14,1,0.491839,0.510603
7.145,1,0.49214,0.510603
7.15,1,0.49244,0.510603
7.155,1,0.49274,0.510603
7.16,1,0.493038,0.510603
7.165,1,0.493336,0.510603
7.17,1,0.493633,0.510603
7.175,1,0.493929,0.510603
7.18,1,0.494224,0.510603
7.185,1,0.494518,0.510603
7.19,1,0.494811,0.510603
7.195,1,0.495103,0.510603
7.2,1,0.495394,0.510603
7.205,1,0.495685,0.504606
7.21,1,0.495974,0.504606
7.215,1,0.496262,0.504606
7.22,1,0.496549,0.504606
7.225,1,0.496835,0.504606
7.23,1,0.49712,0.504606
7.235,1,0.497404,0.504606
7.24,1,0.497687,0.504606
7.245,1,0.497969,0.504606
7.25,1,0.498249,0.504606
7.255,1,0.498529,0.504606
7.26,1,0.498807,0.504606
7.265,1,0.499085,0.504606
7.27,1,0.499361,0.504606
7.275,1,0.499636,0.504606
7.28,1,0.49991,0.504606
7.285,1,0.500183,0.504606
7.29,1,0.500455,0.504606
7.295,1,0.500726,0.504606
7.3,1,0.500995,0.504606
7.305,1,0.501264,0.499005
7.31,1,0.501531,0.499005
7.315,1,0.501797,0.499005
7.32,1,0.502062,0.499005
7.325,1,0.502325,0.499005
7.33,1,0.502588,0.499005
7.335,1,0.502848,0.499005
7.34,1,0.503108,0.499005
7.345,1,0.503367,0.499005
7.35,1,0.503624,0.499005
7.355,1,0.50388,0.499005
7.36,1,0.504134,0.499005
7.365,1,0.504388,0.499005
7.37,1,0.50464,0.499005
7.375,1,0.504891,0.499005
7.38,1,0.50514,0.499005
7.385,1,0.505389,0.499005
7.39,1,0.505636,0.499005
7.395,1,0.505882,0.499005
7.4,1,0.506126,0.499005
7.405,1,0.50637,0.493874
7.41,1,0.506611,0.493874
7.415,1,0.506852,0.493874
7.42,1,0.507091,0.493874
7.425,1,0.507329,0.493874
7.43,1,0.507565,0.493874
7.435,1,0.5078,0.493874
7.44,1,0.508034,0.493874
7.445,1,0.508266,0.493874
7.45,1,0.508496,0.493874
7.455,1,0.508726,0.493874
7.46,1,0.508954,0.493874
7.465,1,0.50918,0.493874
7.47,1,0.509406,0.493874
7.475,1,0.509629,0.493874
7.48,1,0.509852,0.493874
7.485,1,0.510073,0.493874
7.49,1,0.510293,0.493874
7.495,1,0.510511,0.493874
7.5,1,0.510728,0.493874
7.505,1,0.510943,0.489272
7.51,1,0.511157,0.489272
7.515,1,0.51137,0.489272
7.52,1,0.511581,0.489272
7.525,1,0.51179,0.489272
7.53,1,0.511998,0.489272
7.535,1,0.512205,0.489272
7.54,1,0.51241,0.489272
7.545,1,0.512614,0.489272
7.55,1,0.512816,0.489272
7.555,1,0.513016,0.489272
7.56,1,0.513215,0.489272
7.565,1,0.513413,0.489272
7.57,1,0.513609,0.489272
7.575,1,0.513804,0.489272
7.58,1,0.513997,0.489272
7.585,1,0.514189,0.489272
7.59,1,0.514379,0.489272
7.595,1,0.514568,0.489272
7.6,1,0.514756,0.489272
7.605,1,0.514941,0.485244
7.61,1,0.515126,0.485244
7.615,1,0.515309,0.485244
7.62,1,0.51549,0.485244
7.625,1,0.515669,0.485244
7.63,1,0.515848,0.485244
7.635,1,0.516024,0.485244
7.64,1,0.516199,0.485244
7.645,1,0.516373,0.485244
7.65,1,0.516545,0.485244
7.655,1,0.516715,0.485244
7.66,1,0.516884,0.485244
7.665,1,0.517051,0.485244
7.67,1,0.517217,0.485244
7.675,1,0.517381,0.485244
7.68,1,0.517544,0.485244
7.685,1,0.517705,0.485244
7.69,1,0.517865,0.485244
7.695,1,0.518023,0.485244
7.7,1,0.51818,0.485244
7.705,1,0.518335,0.48182
7.71,1,0.518488,0.48182
7.715,1,0.51864,0.48182
7.72,1,0.518791,0.48182
7.725,1,0.51894,0.48182
7.73,1,0.519087,0.48182
7.735,1,0.519232,0.48182
7.74,1,0.519376,0.48182
7.745,1,0.519519,0.48182
7.75,1,0.51966,0.48182
7.755,1,0.519799,0.48182
7.76,1,0.519937,0.48182
7.765,1,0.520073,0.48182
7.77,1,0.520208,0.48182
7.775,1,0.520341,0.48182
7.78,1,0.520473,0.48182
7.785,1,0.520603,0.48182
7.79,1,0.520731,0.48182
7.795,1,0.520858,0.48182
7.8,1,0.520984,0.48182
7.805,1,0.521108,0.479016
7.81,1,0.52123,0.479016
7.815,1,0.521351,0.479016
7.82,1,0.52147,0.479016
7.825,1,0.521588,0.479016
7.83,1,0.521704,0.479016
7.835,1,0.521818,0.479016
7.84,1,0.521931,0.479016
7.845,1,0.522042,0.479016
7.85,1,0.522152,0.479016
7.855,1,0.52226,0.479016
7.86,1,0.522367,0.479016
7.865,1,0.522472,0.479016
7.87,1,0.522576,0.479016
7.875,1,0.522678,0.479016
7.88,1,0.522778,0.479016
7.885,1,0.522877,0.479016
7.89,1,0.522975,0.479016
7.895,1,0.523071,0.479016
7.9,1,0.523165,0.479016
7.905,1,0.523258,0.476835
7.91,1,0.523349,0.476835
7.915,1,0.523439,0.476835
7.92,1,0.523527,0.476835
7.925,1,0.523614,0.476835
7.93,1,0.523699,0.476835
7.935,1,0.523783,0.476835
7.94,1,0.523865,0.476835
7.945,1,0.523946,0.476835
7.95,1,0.524025,0.476835
7.955,1,0.524102,0.476835
7.96,1,0.524178,0.476835
7.965,1,0.524253,0.476835
7.97,1,0.524326,0.476835
7.975,1,0.524397,0.476835
7.98,1,0.524467,0.476835
7.985,1,0.524536,0.476835
7.99,1,0.524603,0.476835
7.995,1,0.524668,0.476835
8,1,0.524732,0.476835
8.005,1,0.524795,0.475268
8.01,1,0.524856,0.475268
8.015,1,0.524916,0.475268
8.02,1,0.524974,0.475268
8.025,1,0.52503,0.475268
8.03,1,0.525086,0.475268
8.035,1,0.525139,0.475268
8.04,1,0.525192,0.475268
8.045,1,0.525242,0.475268
8.05,1,0.525292,0.475268
8.055,1,0.525339,0.475268
8.06,1,0.525386,0.475268
8.065,1,0.525431,0.475268
8.07,1,0.525474,0.475268
8.075,1,0.525516,0.475268
8.08,1,0.525557,0.475268
8.085,1,0.525596,0.475268
8.09,1,0.525634,0.475268
8.095,1,0.52567,0.475268
8.1,1,0.525705,0.475268
8.105,1,0.525739,0.474295
8.11,1,0.525771,0.474295
8.115,1,0.525802,0.474295
8.12,1,0.525831,0.474295
8.125,1,0.525859,0.474295
8.13,1,0.525886,0.474295
8.135,1,0.525911,0.474295
8.14,1,0.525935,0.474295
8.145,1,0.525957,0.474295
8.15,1,0.525978,0.474295
8.155,1,0.525998,0.474295
8.16,1,0.526016,0.474295
8.165,1,0.526033,0.474295
8.17,1,0.526048,0.474295
8.175,1,0.526063,0.474295
8.18,1,0.526075,0.474295
8.185,1,0.526087,0.474295
8.19,1,0.526097,0.474295
8.195,1,0.526106,0.474295
8.2,1,0.526114,0.474295
8.205,1,0.52612,0.473886
8.21,1,0.526125,0.473886
8.215,1,0.526128,0.473886
8.22,1,0.526131,0.473886
8.225,1,0.526132,0.473886
8.23,1,0.526132,0.473886
8.235,1,0.52613,0.473886
8.24,1,0.526127,0.473886
8.245,1,0.526123,0.473886
8.25,1,0.526118,0.473886
8.255,1,0.526111,0.473886
8.26,1,0.526103,0.473886
8.265,1,0.526094,0.473886
8.27,1,0.526083,0.473886
8.275,1,0.526072,0.473886
8.28,1,0.526059,0.473886
8.285,1,0.526045,0.473886
8.29,1,0.526029,0.473886
8.295,1,0.526013,0.473886
8.3,1,0.525995,0.473886
8.305,1,0.525976,0.474005
8.31,1,0.525956,0.474005
8.315,1,0.525934,0.474005
8.32,1,0.525912,0.474005
8.325,1,0.525888,0.474005
8.33,1,0.525863,0.474005
8.335,1,0.525837,0.474005
8.34,1,0.52581,0.474005
8.345,1,0.525781,0.474005
8.35,1,0.525752,0.474005
8.355,1,0.525721,0.474005
8.36,1,0.525689,0.474005
8.365,1,0.525656,0.474005
8.37,1,0.525622,0.474005
8.375,1,0.525587,0.474005
8.38,1,0.525551,0.474005
8.385,1,0.525513,0.474005
8.39,1,0.525475,0.474005
8.395,1,0.525435,0.474005
8.4,1,0.525394,0.474005
8.405,1,0.525352,0.474606
8.41,1,0.525309,0.474606
8.415,1,0.525265,0.474606
8.42,1,0.52522,0.474606
8.425,1,0.525174,0.474606
8.43,1,0.525127,0.474606
8.435,1,0.525079,0.474606
8.44,1,0.52503,0.474606
8.445,1,0.52498,0.474606
8.45,1,0.524928,0.474606
8.455,1,0.524876,0.474606
8.46,1,0.524823,0.474606
8.465,1,0.524769,0.474606
8.47,1,0.524713,0.474606
8.475,1,0.524657,0.474606
8.48,1,0.5246,0.474606
8.485,1,0.524542,0.474606
8.49,1,0.524482,0.474606
8.495,1,0.524422,0.474606
8.5,1,0.524361,0.474606
8.505,1,0.524299,0.475639
8.51,1,0.524236,0.475639
8.515,1,0.524172,0.475639
8.52,1,0.524107,0.475639
8.525,1,0.524042,0.475639
8.53,1,0.523975,0.475639
8.535,1,0.523908,0.475639
8.54,1,0.523839,0.475639
8.545,1,0.52377,0.475639
8.55,1,0.5237,0.475639
8.555,1,0.523629,0.475639
8.56,1,0.523557,0.475639
8.565,1,0.523484,0.475639
8.57,1,0.52341,0.475639
8.575,1,0.523336,0.475639
8.58,1,0.52326,0.475639
8.585,1,0.523184,0.475639
8.59,1,0.523107,0.475639
8.595,1,0.523029,0.475639
8.6,1,0.522951,0.475639
8.605,1,0.522871,0.477049
8.61,1,0.522791,0.477049
8.615,1,0.52271,0.477049
8.62,1,0.522628,0.477049
8.625,1,0.522546,0.477049
8.63,1,0.522462,0.477049
8.635,1,0.522378,0.477049
8.64,1,0.522293,0.477049
8.645,1,0.522208,0.477049
8.65,1,0.522122,0.477049
8.655,1,0.522035,0.477049
8.66,1,0.521947,0.477049
8.665,1,0.521858,0.477049
8.67,1,0.521769,0.477049
8.675,1,0.521679,0.477049
8.68,1,0.521589,0.477049
8.685,1,0.521498,0.477049
8.69,1,0.521406,0.477049
8.695,1,0.521313,0.477049
8.7,1,0.52122,0.477049
8.705,1,0.521126,0.47878
8.71,1,0.521031,0.47878
8.715,1,0.520936,0.47878
8.72,1,0.52084,0.47878
8.725,1,0.520743,0.47878
8.73,1,0.520646,0.47878
8.735,1,0.520549,0.47878
8.74,1,0.52045,0.47878
8.745,1,0.520352,0.47878
8.75,1,0.520252,0.47878
8.755,1,0.520152,0.47878
8.76,1,0.520052,0.47878
8.765,1,0.51995,0.47878
8.77,1,0.519849,0.47878
8.775,1,0.519746,0.47878
8.78,1,0.519643,0.47878
8.785,1,0.51954,0.47878
8.79,1,0.519436,0.47878
8.795,1,0.519332,0.47878
8.8,1,0.519227,0.47878
8.805,1,0.519121,0.480773
8.81,1,0.519015,0.480773
8.815,1,0.518909,0.480773
8.82,1,0.518802,0.480773
8.825,1,0.518694,0.480773
8.83,1,0.518586,0.480773
8.835,1,0.518478,0.480773
8.84,1,0.518369,0.480773
8.845,1,0.51826,0.480773
8.85,1,0.51815,0.480773
8.855,1,0.51804,0.480773
8.86,1,0.51793,0.480773
8.865,1,0.517819,0.480773
8.87,1,0.517707,0.480773
8.875,1,0.517595,0.480773
8.88,1,0.517483,0.480773
8.885,1,0.517371,0.480773
8.89,1,0.517258,0.480773
8.895,1,0.517144,0.480773
8.9,1,0.51703,0.480773
8.905,1,0.516916,0.48297
8.91,1,0.516802,0.48297
8.915,1,0.516687,0.48297
8.92,1,0.516572,0.48297
8.925,1,0.516456,0.48297
8.93,1,0.51634,0.48297
8.935,1,0.516224,0.48297
8.94,1,0.516108,0.48297
8.945,1,0.515991,0.48297
8.95,1,0.515874,0.48297
8.955,1,0.515757,0.48297
8.96,1,0.515639,0.48297
8.965,1,0.515522,0.48297
8.97,1,0.515403,0.48297
8.975,1,0.515285,0.48297
8.98,1,0.515166,0.48297
8.985,1,0.515047,0.48297
8.99,1,0.514928,0.48297
8.995,1,0.514809,0.48297
9,1,0.514689,0.48297
9.005,1,0.514569,0.485311
9.01,1,0.514449,0.485311
9.015,1,0.514329,0.485311
9.02,1,0.514208,0.485311
9.025,1,0.514087,0.485311
9.03,1,0.513967,0.485311
9.035,1,0.513846,0.485311
9.04,1,0.513724,0.485311
9.045,1,0.513603,0.485311
9.05,1,0.513481,0.485311
9.055,1,0.51336,0.485311
9.06,1,0.513238,0.485311
9.065,1,0.513116,0.485311
9.07,1,0.512994,0.485311
9.075,1,0.512872,0.485311
9.08,1,0.512749,0.485311
9.085,1,0.512627,0.485311
9.09,1,0.512504,0.485311
9.095,1,0.512381,0.485311
9.1,1,0.512258,0.485311
9.105,1,0.512135,0.487742
9.11,1,0.512012,0.487742
9.115,1,0.511889,0.487742
9.12,1,0.511766,0.487742
9.125,1,0.511643,0.487742
9.13,1,0.51152,0.487742
9.135,1,0.511396,0.487742
9.14,1,0.511273,0.487742
9.145,1,0.51115,0.487742
9.15,1,0.511026,0.487742
9.155,1,0.510903,0.487742
9.16,1,0.51078,0.487742
9.165,1,0.510656,0.487742
9.17,1,0.510533,0.487742
